run_id,task_category,model_slug,is_done,done_reason,total_duration_s,load_duration_s,input_token_count,input_token_duration_s,output_token_count,output_token_duration_s,is_thinking,output_char_count,thinking_char_count,generation_limit_reached,final_content_empty,generation_failure,reasoning_limit_failure,truncated_response,latency_s,cc_duration_s,carbon_emissions_grams,emissions_rate_grams_per_s,mean_cpu_power_w,mean_gpu_power_w,mean_ram_power_w,cpu_energy_kwh,gpu_energy_kwh,ram_energy_kwh,total_energy_consumed_kwh,cpu_util_percent,gpu_util_percent,ram_util_percent,avg_ram_used_gb
M1S__UP080,information_extraction,granite4.1:8b,True,stop,1.026341348,0.296776707,3250,0.043995,81,0.637579,False,226,0,False,False,False,False,False,1.0294625550159253,2.540596848994028,0.03707420423224402,0.014592714403674037,12.500001575000002,111.97674396884376,20.0,7.0721851930532815e-06,7.89333964803518e-05,1.1314812688700234e-05,9.732039436210532e-05,0.0,93.0,58.1,35.569801330566406
M1G__UP080,information_extraction,granite4.1:8b,True,stop,0.946963095,0.277063639,3189,0.044313,74,0.579792,False,204,0,False,False,False,False,False,0.9501161089865491,2.461098010011483,0.035108671551508853,0.014265450383808586,12.5,109.08590586187144,20.0,6.796995746400272e-06,7.449089292599353e-05,1.0872950155559617e-05,9.216083882795343e-05,0,0,0,0
M1G__UP081,closed_qa,granite4.1:8b,True,stop,5.963620161,0.28315532,3168,0.039388,713,5.599026,False,3617,0,False,False,False,False,False,5.967544140003156,7.479289428971242,0.23461569885722577,0.03136871504777381,12.5031314375,266.23807245099226,20.0,2.422469423695014e-05,0.0005528976645399197,3.874769991121462e-05,0.0006158700586880845,0.0,94.0,58.1,35.55845718383789
M1S__UP081,closed_qa,granite4.1:8b,True,stop,1.99667462,0.279259684,3229,0.048642,207,1.622178,False,1119,0,False,False,False,False,False,2.0005476709920913,3.512400644016452,0.07692298330473536,0.021900401207298904,12.50184365,179.28872353313037,20.0,1.0446284540611396e-05,0.00017476875092636845,1.6709057733532973e-05,0.00020192409320051282,0.0,94.0,58.1,35.55439376831055
M1S__UP082,closed_qa,granite4.1:8b,True,stop,0.975963772,0.292918784,3170,0.033619,77,0.605067,False,320,0,False,False,False,False,False,0.9797773270402104,2.4915986889973283,0.035744384489322586,0.014345963756991249,12.500000112500002,109.7898828711437,20.0,6.900436885043339e-06,7.589172737887395e-05,1.1037431455527741e-05,9.382959571944503e-05,0,0,0,0
M1G__UP082,closed_qa,granite4.1:8b,True,stop,2.364309482,0.281929318,3109,0.033589,256,2.005149,False,1140,0,False,False,False,False,False,2.3682162069599144,3.879759105038829,0.0910004233254312,0.023455173597568105,12.501747237500002,193.52439498956016,20.0,1.1722766273772983e-05,0.000208404055612732,1.8750782327778224e-05,0.00023887760421428323,0.0,93.5,58.1,35.57126426696777
M1G__UP083,closed_qa,granite4.1:8b,True,stop,1.190065275,0.280257963,3025,0.025866,107,0.840794,False,550,0,False,False,False,False,False,1.19387346500298,2.7084569159778766,0.044172598444877,0.016309138308345097,12.500123637500003,127.99016880920009,20.0,7.643660411648085e-06,9.608424353402256e-05,1.2225891683354147e-05,0.00011595379562902479,0.0,95.0,58.1,35.565284729003906
M1S__UP083,closed_qa,granite4.1:8b,True,stop,1.36189635,0.294133037,3086,0.032984,126,0.987701,False,615,0,False,False,False,False,False,1.365778447012417,2.877844044007361,0.0510584839841886,0.0177419218009779,12.5008789625,141.0135554432378,20.0,8.24217163514535e-06,0.00011260592341777453,1.3181263089063577e-05,0.00013402935814198346,0.0,94.0,58.1,35.56852722167969
M1S__UP084,closed_qa,granite4.1:8b,True,stop,1.146876561,0.275308382,3154,0.033008,101,0.793167,False,360,0,False,False,False,False,False,1.148861896013841,2.664603916055057,0.04241530575413108,0.015918052772708857,12.50005625,124.4868754469155,20.0,7.485692373144162e-06,9.188340683952134e-05,1.1971774272387847e-05,0.00011134087348505336,0.0,95.0,58.1,35.57112503051758
M1G__UP084,closed_qa,granite4.1:8b,True,stop,1.437703749,0.274803041,3093,0.033174,139,1.089098,False,558,0,False,False,False,False,False,1.4414459289982915,2.9529256880050525,0.05430265247891006,0.018389440919387316,12.501371937500004,146.9819171131137,20.0,8.503311814129963e-06,0.00012043981857345898,1.3602223278010367e-05,0.0001425453536655993,0.0,94.0,58.1,35.569454193115234
M1G__UP085,closed_qa,granite4.1:8b,True,stop,2.434051876,0.259398545,3366,0.059556,265,2.077704,False,1336,0,False,False,False,False,False,2.4371984130120836,3.9478135440149345,0.09566412511453523,0.0242321791665076,12.501966950000002,200.77233385003925,20.0,1.1962052122702882e-05,0.0002200229537967502,1.913489200556392e-05,0.000251119897925017,0.0,93.0,58.1,35.5667610168457
M1S__UP085,closed_qa,granite4.1:8b,True,stop,1.528115621,0.272536946,3427,0.065587999,146,1.141784,False,692,0,False,False,False,False,False,1.531812607019674,3.0434803150128573,0.058405002931539614,0.019190202296837554,12.501843256250002,154.39357735672314,20.0,8.817299994357813e-06,0.00013039288209171218,1.4103908822289669e-05,0.00015331409090835966,0.0,94.0,58.1,35.5584831237793
M1S__UP086,closed_qa,granite4.1:8b,True,stop,1.158845689,0.28533558,3412,0.059458,98,0.767014,False,460,0,False,False,False,False,False,1.1624349990161136,2.674447377969045,0.04376673128079776,0.016364775632278054,12.500074925000002,128.42629661148288,20.0,7.535401375211038e-06,9.530007623936854e-05,1.205291004993746e-05,0.00011488838766451703,0.0,2.0,58.1,35.566932678222656
M1G__UP086,closed_qa,granite4.1:8b,True,stop,3.079000974,0.29077963,3351,0.059547,342,2.684125,False,1606,0,False,False,False,False,False,3.0822080459911376,4.595667293004226,0.11988863740029453,0.026087318719263144,12.50184674375,217.85266764564554,20.0,1.4201854840758411e-05,0.0002777902222312889,2.271756303897645e-05,0.0003147096401110238,0.0,62.666666666666664,58.1,35.56880569458008
M1G__UP087,closed_qa,granite4.1:8b,True,stop,1.351808632,0.27557038,3026,0.026121,128,1.006932,False,693,0,False,False,False,False,False,1.354610287991818,2.8663393929600716,0.05033224322877802,0.017559763980635898,12.500599006250003,139.33150374533466,20.0,8.201161335556233e-06,0.00011080314419764647,1.3118658710866132e-05,0.00013212296424406885,0.0,94.0,58.1,35.566837310791016
M1S__UP087,closed_qa,granite4.1:8b,True,stop,1.131042776,0.281457391,3087,0.032645,99,0.777614,False,513,0,False,False,False,False,False,1.1348463759641163,2.646614759985823,0.04189503407268202,0.015829668414947717,12.500041062500001,123.4326139828795,20.0,7.438520369522054e-06,9.063840584389027e-05,1.1898225572076628e-05,0.00010997515178548895,0.0,94.0,58.1,35.57170867919922
M1S__UP088,closed_qa,granite4.1:8b,True,stop,1.082281986,0.272489989,3283,0.048069,91,0.716642,False,357,0,False,False,False,False,False,1.084815671958495,2.5991733070113696,0.040388558622684465,0.015539001771730567,12.500183150000002,121.03689652478702,20.0,7.260325064231715e-06,8.714479193816516e-05,1.1615512011081187e-05,0.00010602062901347805,0.0,0.0,58.1,35.5727653503418
M1G__UP088,closed_qa,granite4.1:8b,True,stop,1.100677217,0.26475642,3222,0.048364,96,0.751443,False,385,0,False,False,False,False,False,1.1034655289840885,2.614259180962108,0.04132871011613905,0.01580895667006097,12.500012206250004,123.31365383403309,20.0,7.326300758237833e-06,8.944423822221381e-05,1.1718003127801543e-05,0.00010848854210825318,0.0,0.0,58.1,35.57989501953125
M1G__UP089,closed_qa,granite4.1:8b,True,stop,1.612239296,0.291771205,3341,0.058821,155,1.21428,False,640,0,False,False,False,False,False,1.6154238199815154,3.126121035020333,0.06105670810499503,0.019531140164122884,12.501843256250002,157.43967117231315,20.0,9.107682919208521e-06,0.00013659872039095688,1.4568457183324628e-05,0.00016027486049349004,0.0,94.0,58.1,35.575416564941406
M1S__UP089,closed_qa,granite4.1:8b,True,stop,1.439377402,0.275625057,3402,0.064709999,135,1.056146,False,593,0,False,False,False,False,False,1.4431760020088404,2.954666633042507,0.054788587585571,0.018543069114079238,12.501371881250002,148.4360554921537,20.0,8.50913297017093e-06,0.0001217014862504584,1.3610322072377635e-05,0.00014382094129300696,0.0,95.0,58.1,35.56734085083008
M1S__UP090,closed_qa,granite4.1:8b,True,stop,0.442466285,0.280172973,3156,0.033287,10,0.083778,False,37,0,False,False,False,False,False,0.44628582597943023,1.958202098030597,0.014800616158884571,0.007558267950876902,12.500000112500002,47.37860855383374,20.0,5.0479017954349195e-06,2.573029836216989e-05,8.073660083593698e-06,3.8851860241198504e-05,0,0,0,0
M1G__UP090,closed_qa,granite4.1:8b,True,stop,1.209532965,0.267847784,3095,0.033357999,110,0.864146,False,534,0,False,False,False,False,False,1.212702011980582,2.7248039710102603,0.04537578567533805,0.01665286242904084,12.500154406250001,131.08953671816948,20.0,7.708429175557568e-06,9.907119036789425e-05,1.2332562305447127e-05,0.00011911218184889894,0.0,95.0,58.1,35.56124496459961
M1G__UP091,closed_qa,granite4.1:8b,True,stop,1.036398238,0.258253566,3243,0.048835,88,0.691527,False,397,0,False,False,False,False,False,1.040217217989266,2.5525914389872923,0.0394832869389103,0.015467922651411378,12.500001575000002,120.27351360574546,20.0,7.1103603022012685e-06,8.516090146137856e-05,1.1373014227784653e-05,0.00010364427599136449,0.0,0.0,58.1,35.580928802490234
M1S__UP091,closed_qa,granite4.1:8b,True,stop,0.56639742,0.275423867,3304,0.05419,24,0.18926,False,93,0,False,False,False,False,False,0.5702411759993993,2.0855192589806393,0.019504946070421615,0.00935256099239057,12.500000112500002,64.01472176722736,20.0,5.477118441659069e-06,3.6963085126018314e-05,8.760599872200854e-06,5.120080343987824e-05,0,0,0,0
M1S__UP092,closed_qa,granite4.1:8b,True,stop,1.027031433,0.297917453,3137,0.030709,83,0.653656,False,421,0,False,False,False,False,False,1.0309130040113814,2.545731697056908,0.03700243280812138,0.014535087437100884,12.50000050625,111.59040068442107,20.0,7.0788334846331315e-06,7.873061853924668e-05,1.132254117239629e-05,9.713199319627609e-05,0.0,0.0,58.1,35.579593658447266
M1G__UP092,closed_qa,granite4.1:8b,True,stop,2.366592577,0.259917637,3076,0.030917,260,2.036904,False,1349,0,False,False,False,False,False,2.3705670739873312,3.88227755704429,0.09163438321417335,0.023603253983709944,12.501866075,194.9160498281951,20.0,1.1732133876432557e-05,0.00021004461247997597,1.8765012966792307e-05,0.00024054175932320082,0.0,59.0,58.1,35.58005714416504
M1G__UP093,closed_qa,granite4.1:8b,True,stop,0.474819918,0.284966562,3015,0.024169,15,0.122106,False,63,0,False,False,False,False,False,0.4785434730001725,1.9927438769955188,0.015998137773161236,0.008028195674238778,12.500000112500002,51.767836758184814,20.0,5.1609367061484094e-06,2.8580578419479252e-05,8.253859000008864e-06,4.1995374125636524e-05,0,0,0,0
M1S__UP093,closed_qa,granite4.1:8b,True,stop,0.480839841,0.285013599,3076,0.030357,15,0.120912,False,63,0,False,False,False,False,False,0.48457631398923695,1.9966958179720677,0.016073012585865902,0.008049805303939768,12.5,51.869901958650644,20.0,5.1815045763861335e-06,2.8723634089011796e-05,8.286783072010925e-06,4.2191921737408855e-05,0,0,0,0
M1S__UP094,closed_qa,granite4.1:8b,True,stop,0.732782745,0.287738906,3637,0.088918,39,0.305102,False,178,0,False,False,False,False,False,0.7356226759729907,2.2469345549470745,0.026673928362695894,0.011871252904971319,12.500000112500002,87.10285631876414,20.0,6.0509243148668856e-06,5.4289210098090734e-05,9.679365160991438e-06,7.001949957394906e-05,0,0,0,0
M1G__UP094,closed_qa,granite4.1:8b,True,stop,1.243635579,0.30584877,3576,0.088166,102,0.801716,False,406,0,False,False,False,False,False,1.2474627220071852,2.759037191979587,0.04667089207832064,0.01691564441899917,12.500230456250002,133.44613561889048,20.0,7.829081032638359e-06,0.00010216035950527669,1.2522416866785433e-05,0.00012251185740470047,0.0,95.0,58.1,35.57474136352539
M1G__UP095,closed_qa,granite4.1:8b,True,stop,3.568654751,0.303542793,3070,0.030409,407,3.190751,False,2289,0,False,False,False,False,False,3.5725649669766426,5.084168820001651,0.13720905774628667,0.026987510172064293,12.502853928125,225.89578709531628,20.0,1.590584520912673e-05,0.00031882997728605034,2.5440205188998436e-05,0.0003601760276841755,0.0,94.0,58.1,35.58345031738281
M1S__UP095,closed_qa,granite4.1:8b,True,stop,1.871398486,0.269832542,3131,0.033046,195,1.523654,False,1042,0,False,False,False,False,False,1.8751022079959512,3.386942145996727,0.07207226085144638,0.02127944846552334,12.50202145625,173.59113715638964,20.0,1.0009826975206176e-05,0.00016316985275821594,1.60111874445445e-05,0.0001891908671779666,0.0,94.0,58.1,35.576194763183594
M1S__UP096,closed_qa,granite4.1:8b,True,stop,1.973658667,0.274529607,3326,0.052479,204,1.600025,False,990,0,False,False,False,False,False,1.9776517280261032,3.489230523991864,0.07616198627874603,0.021827731287760457,12.5020215125,178.63775999243,20.0,1.036601497153326e-05,0.00017298013838384918,1.658031016672289e-05,0.00019992646352210534,0.0,95.0,58.1,35.574623107910156
M1G__UP096,closed_qa,granite4.1:8b,True,stop,2.637606969,0.281610387,3265,0.052634,289,2.261032,False,1373,0,False,False,False,False,False,2.641365688003134,4.15390373399714,0.10253569103771601,0.02468417604349485,12.502576475000001,204.92243014473152,20.0,1.2671258819571035e-05,0.0002362185223079294,2.026809008319914e-05,0.00026915787121069957,0.0,94.5,58.1,35.569223403930664
M1G__UP097,closed_qa,granite4.1:8b,True,stop,0.952199719,0.303052035,3010,0.02406,75,0.590911,False,332,0,False,False,False,False,False,0.9559801699942909,2.4674683960038237,0.034072856570631437,0.013808832010093407,12.500000112500002,104.77501114152471,20.0,6.815958537019902e-06,7.172227959983957e-05,1.0903569372344969e-05,8.944180750920444e-05,0,0,0,0
M1S__UP097,closed_qa,granite4.1:8b,True,stop,0.798001345,0.24151518,3071,0.030364,61,0.483681,False,234,0,False,False,False,False,False,0.799986832018476,2.311057416955009,0.02968431200978102,0.01284447188200643,12.500000112500002,96.11697792611632,20.0,6.2728426708884845e-06,6.161699373841145e-05,1.0031969627662976e-05,7.792180603696291e-05,0,0,0,0
M1S__UP098,closed_qa,granite4.1:8b,True,stop,1.228400943,0.301279739,3252,0.044097,107,0.842047,False,548,0,False,False,False,False,False,1.2323359279544093,2.7442296990193427,0.045448400870541576,0.016561441954652218,12.500230456250002,130.12994221577466,20.0,7.777613066437861e-06,9.908480148901333e-05,1.2440383372207484e-05,0.00011930279792765868,0.0,92.0,58.1,35.57426071166992
M1G__UP098,closed_qa,granite4.1:8b,True,stop,2.33678898,0.282941352,3191,0.044446,251,1.964249,False,1202,0,False,False,False,False,False,2.3406148939975537,3.852080192998983,0.08999520317110192,0.02336275432029296,12.501685100000003,192.68735461820302,20.0,1.1625204591246063e-05,0.0002060176648148726,1.8596015411053994e-05,0.00023623888481717265,0.0,95.0,58.1,35.575368881225586
M1G__UP099,closed_qa,granite4.1:8b,True,stop,4.205304731,0.26580292,3160,0.03966,492,3.855329,False,2477,0,False,False,False,False,False,4.2092878699768335,5.725006616965402,0.16476763171621336,0.028780339087808797,12.502344905000001,242.6640022981555,20.0,1.811709652684202e-05,0.0003854211416696174,2.8979498294453756e-05,0.00043251773649091317,0.0,94.25,58.1,35.57147407531738
M1S__UP099,closed_qa,granite4.1:8b,True,stop,2.073888802,0.304441824,3221,0.048482,214,1.675742,False,1136,0,False,False,False,False,False,2.0778358620009385,3.5892824440379627,0.0796006114280489,0.022177304982022472,12.501233525000002,181.79686876326005,20.0,1.0713325483115632e-05,0.00018110236710455752,1.7137218366648692e-05,0.00020895291095432184,0.0,71.0,58.1,35.58151817321777
M1S__UP100,closed_qa,granite4.1:8b,True,stop,2.855342049,0.277279129,3125,0.03046,319,2.50048,False,1791,0,False,False,False,False,False,2.859273114008829,4.371042510960251,0.10996406008315279,0.025157398905963822,12.502695312500002,209.1338256923003,20.0,1.342948015253096e-05,0.0002537479807749321,2.1480000899949424e-05,0.00028865746182741246,0.0,95.0,58.1,35.568206787109375
M1G__UP100,closed_qa,granite4.1:8b,True,stop,4.475227186,0.272671284,3064,0.030311,527,4.134488,False,2912,0,False,False,False,False,False,4.478423922031652,5.990006296953652,0.17531648941656958,0.029268164460149328,12.5031090275,246.94715378228346,20.0,1.905184146175563e-05,0.0004106822729887938,3.0474546572077088e-05,0.0004602086610226265,0.0,94.25,58.1,35.573458671569824
M2G__UP001,summarization,gemma4:12b,True,stop,12.201228171,0.881475565,3478,0.700095,857,10.494825,True,760,3013,False,False,False,False,False,12.205230974999722,13.719040708965622,0.43715422771535134,0.031864780999568264,12.503167368269231,269.9413640702846,20.0,4.5886132662055685e-05,0.0010282544337139043,7.33964534832113e-05,0.0011475370198591713,0.0,81.16666666666667,59.6,36.50505669911703
M2S__UP001,summarization,gemma4:12b,True,stop,6.793442238,0.873725989,3543,0.280087,459,5.591576,True,295,1723,False,False,False,False,False,6.797040220990311,8.308370125014335,0.23810170387560584,0.028658052096011435,12.503637414285715,240.3831019672794,20.0,2.7105142581469613e-05,0.0005545629436500832,4.3352792822406624e-05,0.0006250208790539594,0.0,85.83333333333333,59.6,36.489777247111
M2S__UP002,summarization,gemma4:12b,True,stop,3.889490663,0.885606687,3264,0.064937,237,2.879662,True,111,922,False,False,False,False,False,3.8934262119582854,5.405068899039179,0.126571331412651,0.023417154115306597,12.502764828125,191.93723366319833,20.0,1.702005294281664e-05,0.00028800773040593697,2.7224038183339874e-05,0.0003322518215320935,0.0,85.66666666666667,59.6,36.49219258626302
M2G__UP002,summarization,gemma4:12b,True,stop,3.898382904,0.832926407,3199,0.066321,241,2.94001,True,125,927,False,False,False,False,False,3.901725616015028,5.412804875988513,0.12796707463353513,0.023641545846443457,12.5027648,194.0449661591367,20.0,1.70484882341537e-05,0.000291598288835182,2.7268893316633896e-05,0.0003359156703859696,0.0,85.66666666666667,59.6,36.49903106689453
M2G__UP003,summarization,gemma4:12b,True,stop,20.417842071,0.799112719,3674,0.145261,1609,19.405557,True,834,6740,False,False,False,False,False,20.42188590398291,21.933387681958266,0.7584283303462656,0.034578713573285604,12.503418829464286,300.03933232240047,20.0,7.2670637113698e-05,0.0018019806082492096,0.00011623556483860335,0.001990886810201511,2.5,89.55,59.6,36.50009002685547
M2S__UP003,summarization,gemma4:12b,True,stop,6.99040601,0.815220002,3739,0.318858,480,5.780334,True,515,1682,False,False,False,False,False,6.993676455982495,8.504984672996216,0.24880927393474692,0.02925452349429033,12.503213803571429,245.96989914869388,20.0,2.778767843940719e-05,0.0005808932424917757,4.44475052001912e-05,0.000653128426131374,0.0,89.83333333333333,59.6,36.48467508951823
M2S__UP004,summarization,gemma4:12b,True,stop,8.335511983,0.834867057,3349,0.266039,586,7.171349,True,872,1977,False,False,False,False,False,8.338766361004673,9.849190900975373,0.2958689321258144,0.030039922578464214,12.5029631,253.10368463692205,20.0,3.245896000796993e-05,0.0006922813871579336,5.1920453794365235e-05,0.0007766608009602688,0.0,84.875,59.6,36.50155210494995
M2G__UP004,summarization,gemma4:12b,True,stop,18.723226855,0.840878559,3284,0.258235,1445,17.559872,True,2280,4795,False,False,False,False,False,18.72720957599813,20.238625707977917,0.6910672684442659,0.03414595824912421,12.503297603750001,294.51878438449825,20.0,6.678129059889434e-05,0.0016404660345941124,0.00010681559236642594,0.0018140629175594327,2.7777777777777777,87.16666666666667,59.599999999999994,36.5010674794515
M2G__UP005,summarization,gemma4:12b,True,stop,11.875555336,0.850719489,3205,0.22791,889,10.73594,True,873,3081,False,False,False,False,False,11.879612018994521,13.391472150979098,0.435291296758165,0.032505111600171555,12.503605671875,275.9622262655915,20.0,4.4759904647317136e-05,0.0010262947099244357,7.159218096090222e-05,0.0011426467955326551,0.0,90.45454545454545,59.6,36.491208509965375
M2S__UP005,summarization,gemma4:12b,True,stop,7.585307246,0.880843132,3270,0.244658,523,6.409752,True,431,1739,False,False,False,False,False,7.589305103989318,9.101356646977365,0.26842121361995164,0.029492439867093496,12.50318375,248.0888154607534,20.0,2.985846582024239e-05,0.0006269941127063916,4.775751103879884e-05,0.0007046100895654328,0.0,80.85714285714286,59.6,36.512910570417134
M2S__UP006,summarization,gemma4:12b,True,stop,8.504911043,0.842999091,3311,0.22888,604,7.375657,True,905,1606,False,False,False,False,False,8.508709884015843,10.024664551019669,0.3042528807429227,0.030350430101122473,12.5032792,256.1450591143744,20.0,3.305100637196294e-05,0.000712754736869492,5.2863060388739946e-05,0.0007986688036301948,0.0,88.5,59.6,36.50696277618408
M2G__UP006,summarization,gemma4:12b,True,stop,13.637342638,0.805546139,3246,0.262019,1027,12.502653,True,2129,2235,False,False,False,False,False,13.640838470018934,15.156398013001308,0.5013609872703013,0.03307916477518134,12.503424636607141,281.31861187465745,20.0,5.087538516993899e-05,0.0011838303915086001,8.137504041110838e-05,0.0013160808170896475,3.8461538461538463,86.84615384615384,59.60000000000001,36.4977540236253
M2G__UP007,summarization,gemma4:12b,True,stop,7.010078466,0.890910125,3166,0.244223,474,5.81364,True,428,1660,False,False,False,False,False,7.0138334759976715,8.52957015496213,0.24504747471365,0.028729170434349745,12.502809392187501,241.1404463192567,20.0,2.7856991399881784e-05,0.0005708379566700117,4.4558693388696865e-05,0.0006432536414585903,0.0,75.85714285714286,59.6,36.51428985595703
M2S__UP007,summarization,gemma4:12b,True,stop,6.02842822,0.831283838,3231,0.253675,403,4.88463,True,382,1443,False,False,False,False,False,6.032130752981175,7.547578947036527,0.2110355878832775,0.027960699631520685,12.5026332875,234.13347337709075,20.0,2.444685685938837e-05,0.0004904209478917565,3.910407576671181e-05,0.0005539718805178567,0.0,78.0,59.70000000000001,36.530954360961914
M2S__UP008,summarization,gemma4:12b,True,stop,13.615295959,0.884753633,3304,0.265478,1017,12.401098,True,315,4309,False,False,False,False,False,13.619025014981162,15.135285826981999,0.49743391952684096,0.032865842456708344,12.503524946428572,279.30435632749396,20.0,5.0802363065577954e-05,0.0011737114945242766,8.125834224435192e-05,0.0013057721998342064,0.0,88.53846153846153,59.62307692307692,36.521468529334435
M2G__UP008,summarization,gemma4:12b,True,stop,5.392971759,0.792099765,3239,0.254208,350,4.278983,True,143,1399,False,False,False,False,False,5.396641200990416,6.9079980090027675,0.18715285253699418,0.027092198389908253,12.502787168749999,225.99393834954324,20.0,2.2240034572368487e-05,0.00043346506899410997,3.557420483880883e-05,0.0004912793084052873,0.0,86.2,59.6,36.52074508666992
M2G__UP009,summarization,gemma4:12b,True,stop,3.274672261,0.818665094,3248,0.229169,180,2.169147,True,146,483,False,False,False,False,False,3.2782160750357434,4.78965947200777,0.1082737287519667,0.022605725810937373,12.502125265625,184.65718527360744,20.0,1.4883230597881816e-05,0.00024553075198063823,2.3806331772357226e-05,0.00028422031435087726,0.0,74.66666666666667,59.6,36.51930491129557
M2S__UP009,summarization,gemma4:12b,True,stop,3.152043073,0.845864054,3313,0.085251,176,2.156462,True,91,535,False,False,False,False,False,3.155639563978184,4.6710747930337675,0.10153807644375294,0.0217376259089626,12.501871353125,176.72494782113088,20.0,1.445563664453752e-05,0.00022895934983413468,2.312413005565759e-05,0.0002665391165343298,0.0,58.333333333333336,59.6,36.51816050211588
M2S__UP010,summarization,gemma4:12b,True,stop,21.647546451,0.889083029,8867,1.116039,1603,19.45426,True,987,4635,False,False,False,False,False,21.650854523992166,23.162187859008554,0.8159185643013805,0.03522631667042811,12.5035174025,306.69158099415796,20.0,7.694004627291836e-05,0.001941792664543307,0.00012306690672250826,0.0021417996175387335,0.0,87.47619047619048,59.60000000000001,36.51979555402483
M2G__UP010,summarization,gemma4:12b,True,stop,59.202111449,0.886365766,8802,1.046218,4640,56.636243,True,1016,16295,False,False,False,False,False,59.20453206199454,60.71768540999619,2.2649131115668255,0.03730236250398873,12.503622260937501,322.0093991695624,20.0,0.00020384019049106395,0.005415548499101419,0.0003260453872334135,0.005945434076825897,1.694915254237288,87.86440677966101,57.19830508474577,35.0419994936151
M2G__UP011,summarization,gemma4:12b,True,stop,12.267860607,0.838482837,3227,0.166606,877,10.740866,True,507,2681,False,False,False,False,False,12.271414066955913,13.783804993028753,0.44042825530045504,0.03195258896387495,12.50334039326923,270.73160231794213,20.0,4.611808595614291e-05,0.0010362461067732198,7.376720325555652e-05,0.0011561313959849192,8.333333333333334,77.58333333333333,57.1,34.975274085998535
M2S__UP011,summarization,gemma4:12b,True,stop,9.119765228,0.835520589,3292,0.262603,652,7.958816,True,520,1975,False,False,False,False,False,9.122964413021691,10.634410924976692,0.3290712862868801,0.030944007017257646,12.50285440625,261.5346635985065,20.0,3.5182804816664847e-05,0.0007723570067739161,5.6277713772012954e-05,0.0008638175253625938,5.555555555555555,79.0,57.099999999999994,34.960013919406464
M2S__UP012,summarization,gemma4:12b,True,stop,2.539229531,0.785584255,3137,0.235314,120,1.450908,True,59,462,False,False,False,False,False,2.5431512229843065,4.054942054033745,0.07984750738778708,0.01969140528367279,12.502345962500002,157.7475236383188,20.0,1.2331095901811064e-05,0.0001775465309252766,1.9723390072209038e-05,0.0002096010168992967,0.0,92.5,57.1,34.94942855834961
M2G__UP012,summarization,gemma4:12b,True,stop,2.438715912,0.788099262,3072,0.045607,128,1.542778,True,183,385,False,False,False,False,False,2.441882129001897,3.952963389980141,0.07629143549010572,0.0192998082611863,12.501940400000004,154.14380377316382,20.0,1.1977255693896663e-05,0.00016912985752615128,1.9159156605665987e-05,0.00020026626982571393,0.0,88.5,57.1,34.97562026977539
M2G__UP013,summarization,gemma4:12b,True,stop,10.71528769,0.877603185,3102,0.049806,807,9.729946,True,647,3269,False,False,False,False,False,10.71879989199806,12.23312830994837,0.3905424745683017,0.03192498800578264,12.504068020454547,270.6630032623162,20.0,4.072901970716515e-05,0.0009193079576679253,6.514342574422093e-05,0.0010251804031193115,0.0,89.7,57.1,34.9646728515625
M2S__UP013,summarization,gemma4:12b,True,stop,5.531962725,0.867039755,3167,0.219373,358,4.381245,True,213,1355,False,False,False,False,False,5.535852557979524,7.047990677005146,0.18898874133453647,0.026814556090593775,12.5033133875,223.3232341271974,20.0,2.2726551306652913e-05,0.00043702257184019544,3.634942347222629e-05,0.0004960985466190746,0.0,88.0,57.1,34.970463562011716
M2S__UP014,summarization,gemma4:12b,True,stop,41.291880135,0.863713464,5247,0.528145,3274,39.812202,True,1507,11069,False,False,False,False,False,41.29617482400499,42.808015258051455,1.5673731371894912,0.03661401089822064,12.50363965282452,316.37547441345924,20.0,0.00014341335519400204,0.0037415782710379375,0.00022938857376672483,0.004114380199998664,0.0,87.95121951219512,57.099999999999994,34.95475713218131
M2G__UP014,summarization,gemma4:12b,True,stop,19.599014201,0.864717273,5182,0.492607,1471,17.756298,True,467,4973,False,False,False,False,False,19.602760459994897,21.114230132952798,0.731008463957995,0.03462160160967064,12.503499509375,299.85648636917483,20.0,6.982722203457907e-05,0.0017373963899158795,0.0001116855991218472,0.001918909211072306,2.6315789473684212,85.3157894736842,58.300000000000004,35.72352359169408
M2G__UP015,summarization,gemma4:12b,True,stop,10.239005505,0.907177435,3205,0.186592,708,8.672088,True,1286,1743,False,False,False,False,False,10.242876498959959,11.754031869990285,0.36140983841167645,0.030747733408347064,12.503066402272726,259.5233272341128,20.0,3.9071543277529726e-05,0.0008471376221539373,6.249758981640399e-05,0.000948706755247871,0.0,79.7,59.5,36.45861549377442
M2S__UP015,summarization,gemma4:12b,True,stop,8.45001389,0.781409339,3270,0.224769,603,7.385339,True,413,2142,False,False,False,False,False,8.452114096027799,9.962661425990518,0.3053579657189638,0.0306502401981009,12.50309765,258.8693814055191,20.0,3.2849943694069717e-05,0.0007161755729399033,5.254415318874332e-05,0.0008015696698227163,0.0,87.875,59.6,36.46842050552368
