"run_id","task_category","model_slug","is_done","done_reason","total_duration_s","load_duration_s","input_token_count","input_token_duration_s","output_token_count","output_token_duration_s","is_thinking","output_char_count","thinking_char_count","generation_limit_reached","final_content_empty","generation_failure","reasoning_limit_failure","truncated_response","latency_s","cc_duration_s","carbon_emissions_grams","emissions_rate_grams_per_s","mean_cpu_power_w","mean_gpu_power_w","mean_ram_power_w","cpu_energy_kwh","gpu_energy_kwh","ram_energy_kwh","total_energy_consumed_kwh","cpu_util_percent","gpu_util_percent","ram_util_percent","avg_ram_used_gb","prompt_id","model_number_from_run_id","condition","model","token_count","energy","carbon","latency","log_token_count","log_energy","log_carbon","log_latency"
"M1S__UP009","summarization","granite4.1:8b","True","stop",0.64186757,0.262840143,3206,0.044793,37,0.293043,"False",141,0,FALSE,FALSE,FALSE,FALSE,FALSE,0.645320664974861,2.15667652199045,0.0223048502089632,0.0103422325886766,12.5,72.9319183789116,20,5.7387653125463e-06,4.36322571273351e-05,9.17957529988295e-06,5.85505977397643e-05,0,0,0,0,"UP009",1,"Sustainability","granite4.1:8b",37,5.85505977397643e-05,0.0223048502089632,0.645320664974861,3.61091791264422,-9.74561925892459,-3.80295112600557,-0.438007930727183
"M1S__UP010","summarization","granite4.1:8b","True","stop",4.515530845,0.305973939,8504,0.653462,395,3.440847,"False",1361,0,FALSE,FALSE,FALSE,FALSE,FALSE,4.52011799602769,6.03194306005025,0.184064336678527,0.0305149327250104,12.5030204225,258.716396100028,20,1.9197964558638e-05,0.00043326756883566,3.07063702112322e-05,0.00048317190360553,0,94.75,53.6,32.7941036224365,"UP010",1,"Sustainability","granite4.1:8b",395,0.00048317190360553,0.184064336678527,4.52011799602769,5.97888576490112,-7.63513805954598,-1.69246992662696,1.50853809881926
"M1G__UP010","summarization","granite4.1:8b","True","stop",7.205816428,0.274998158,8443,0.641839,614,5.363408,"False",1911,0,FALSE,FALSE,FALSE,FALSE,FALSE,7.20974305900745,8.72085884801345,0.271117340120445,0.0310883761388024,12.5027196734375,263.252832684336,20,2.85369081218792e-05,0.000637503010001872,4.56475477390793e-05,0.00071168746586283,21.4285714285714,86,55.8,34.1580854143415,"UP010",1,"General","granite4.1:8b",614,0.00071168746586283,0.271117340120445,7.20974305900745,6.41999492814714,-7.24787169535997,-1.30520356244095,1.97543331390838
"M1G__UP011","summarization","granite4.1:8b","True","stop",2.626840081,0.278158329,3134,0.032293999,189,1.469764,"False",789,0,FALSE,FALSE,FALSE,FALSE,FALSE,2.6299931940157,4.14101223304169,0.078566421108281,0.018972757549806,12.5024576,150.86245822656,20,1.26317341612283e-05,0.000173401527608696,2.02048826277153e-05,0.00020623814439764,0,94,58.1,35.5477428436279,"UP011",1,"General","granite4.1:8b",189,0.00020623814439764,0.078566421108281,2.6299931940157,5.24174701505964,-8.48647901611003,-2.54381088319101,0.966981258359593
"M1S__UP011","summarization","granite4.1:8b","True","stop",1.810331628,0.2884277,3195,0.044468,183,1.433451,"False",771,0,FALSE,FALSE,FALSE,FALSE,FALSE,1.81400791398482,3.32529715000419,0.0687492482256701,0.0206746179737903,12.5018432,167.960963494642,20,9.79666463830272e-06,0.000155000401778516,1.5670838099969e-05,0.000180467904516787,0,95,58.1,35.5454711914062,"UP011",1,"Sustainability","granite4.1:8b",183,0.000180467904516787,0.0687492482256701,1.81400791398482,5.20948615284142,-8.61995761031361,-2.67728947739459,0.595538714409351
"M1S__UP012","summarization","granite4.1:8b","True","stop",0.425048706,0.262963556,3051,0.020975,12,0.098981,"False",47,0,FALSE,FALSE,FALSE,FALSE,FALSE,0.427807349013165,1.93853159603896,0.0139761522425228,0.00720965924469869,12.5000001125,44.1536415142601,20,4.9812435760266e-06,2.37397412137241e-05,7.96664414455235e-06,3.66876289343031e-05,0,0,0,0,"UP012",1,"Sustainability","granite4.1:8b",12,3.66876289343031e-05,0.0139761522425228,0.427807349013165,2.484906649788,-10.2130709459889,-4.27040281306985,-0.849082303862484
"M1G__UP012","summarization","granite4.1:8b","True","stop",1.343253574,0.274931719,2990,0.023658,128,1.001041,"False",604,0,FALSE,FALSE,FALSE,FALSE,FALSE,1.34639082901413,2.85703054699115,0.0502881341871453,0.0176015388565256,12.50059900625,139.688473033065,20,8.17246902322647e-06,0.000110760088607442,1.30746196554456e-05,0.000132007177286114,0,94,58.1,35.5497589111328,"UP012",1,"General","granite4.1:8b",128,0.000132007177286114,0.0502881341871453,1.34639082901413,4.85203026391962,-8.93265426347643,-2.98998613055741,0.297427552384427
"M1G__UP013","summarization","granite4.1:8b","True","stop",2.255059698,0.306642597,3028,0.026043,240,1.881672,"False",1280,0,FALSE,FALSE,FALSE,FALSE,FALSE,2.25871313299285,3.77010230498854,0.0847392475431866,0.0224766440504972,12.501413075,184.396344210872,20,1.13416630471503e-05,0.000192957654365777,1.81425976499061e-05,0.000222441915062834,0,94,58.1,35.5602951049805,"UP013",1,"General","granite4.1:8b",240,0.000222441915062834,0.0847392475431866,2.25871313299285,5.48063892334199,-8.41084454633638,-2.46817641341736,0.814795240928498
"M1S__UP013","summarization","granite4.1:8b","True","stop",0.959163777,0.283345718,3089,0.033229,76,0.598638,"False",398,0,FALSE,FALSE,FALSE,FALSE,FALSE,0.962837905040942,2.47486004797975,0.0350209099099018,0.0141506627570677,12.5000001125,107.990051392107,20,6.84210617281183e-06,7.4145337094933e-05,1.09430198111416e-05,9.19304630788864e-05,0,0,0,0,"UP013",1,"Sustainability","granite4.1:8b",76,9.19304630788864e-05,0.0350209099099018,0.962837905040942,4.33073334028633,-9.29447810280241,-3.3518099698834,-0.037870204258504
"M1S__UP014","summarization","granite4.1:8b","True","stop",2.213174013,0.27282174,4897,0.229545,205,1.651561,"False",898,0,FALSE,FALSE,FALSE,FALSE,FALSE,2.2170250780182,3.72872260399163,0.0884155262505478,0.0237120149822618,12.5013317375,196.134724683685,20,1.11976398202157e-05,0.000202982384608141,1.79121825556245e-05,0.000232092206983982,0,47.5,58.1,35.5622425079346,"UP014",1,"Sustainability","granite4.1:8b",205,0.000232092206983982,0.0884155262505478,2.2170250780182,5.32300997913841,-8.3683758213614,-2.42570768844238,0.796166242260859
